Cust_Id,Recency,Frequency,Monetary
20920,77,1,6.28
20919,82,1,6.28
23447,83,1,6.28
24097,90,1,6.28
24143,96,1,6.28
29038,102,1,6.28
16435,104,1,6.28
19485,112,1,6.28
25315,115,1,6.28
19468,128,1,6.28
22565,132,1,6.28
27374,135,1,6.28
25913,137,1,6.28
25906,138,1,6.28
27376,138,1,6.28
26182,151,1,6.28
27317,159,1,6.28
28878,161,1,6.28
19494,168,1,6.28
27151,174,1,6.28
29134,176,1,6.28
24559,182,1,6.28
27158,185,1,6.28
24156,186,1,6.28
27464,194,1,6.28
26971,197,1,6.28
28329,202,1,6.28
19508,205,1,6.28
23914,207,1,6.28
19487,208,1,6.28
20810,213,1,6.28
25755,214,1,6.28
23755,227,1,6.28
19492,240,1,6.28
26834,243,1,6.28
24563,248,1,6.28
29200,250,1,6.28
17112,256,1,6.28
22700,256,1,6.28
19507,262,1,6.28
25689,264,1,6.28
26558,265,1,6.28
23601,280,1,6.28
24556,281,1,6.28
26833,287,1,6.28
26887,287,1,6.28
23979,289,1,6.28
20177,293,1,6.28
23942,293,1,6.28
20802,294,1,6.28
26417,301,1,6.28
24072,305,1,6.28
24137,305,1,6.28
29092,305,1,6.28
25325,311,1,6.28
26905,311,1,6.28
27156,312,1,6.28
20960,317,1,6.28
24088,321,1,6.28
29112,324,1,6.28
23446,327,1,6.28
27964,331,1,6.28
29109,334,1,6.28
17821,347,1,6.28
29105,351,1,6.28
27218,352,1,6.28
20962,353,1,6.28
26218,353,1,6.28
23910,358,1,6.28
27308,358,1,6.28
29089,358,1,6.28
25628,362,1,6.28
27224,363,1,6.28
27957,365,1,6.28
19515,368,1,6.28
27223,370,1,6.28
22866,371,1,6.28
27727,374,1,6.28
24567,376,1,6.28
25686,376,1,6.28
27375,376,1,6.28
23600,383,1,6.28
27788,385,1,6.28
24544,388,1,6.28
24181,389,1,6.28
25026,397,1,6.28
25923,422,1,6.28
14474,62,1,7.28
21364,64,1,7.28
24306,64,1,7.28
25817,64,1,7.28
24118,65,1,7.28
28138,65,1,7.28
16060,67,1,7.28
16723,69,1,7.28
25137,69,1,7.28
28262,69,1,7.28
15336,70,1,7.28
27032,72,1,7.28
15749,73,1,7.28
19872,73,1,7.28
24479,73,1,7.28
16076,75,1,7.28
26100,75,1,7.28
21441,77,1,7.28
25483,78,1,7.28
14759,79,1,7.28
23290,79,1,7.28
24185,85,1,7.28
28245,88,1,7.28
21925,89,1,7.28
28258,89,1,7.28
13797,91,1,7.28
25117,91,1,7.28
22973,93,1,7.28
16726,95,1,7.28
15393,96,1,7.28
20403,97,1,7.28
28019,100,1,7.28
24892,102,1,7.28
16062,104,1,7.28
27187,105,1,7.28
15782,106,1,7.28
15477,107,1,7.28
14403,108,1,7.28
15867,108,1,7.28
27024,108,1,7.28
16276,109,1,7.28
27963,109,1,7.28
16648,111,1,7.28
14764,114,1,7.28
23009,115,1,7.28
21752,116,1,7.28
24733,117,1,7.28
28579,118,1,7.28
25135,119,1,7.28
12810,120,1,7.28
15515,121,1,7.28
18313,121,1,7.28
28104,122,1,7.28
28026,124,1,7.28
16337,125,1,7.28
15177,126,1,7.28
15299,126,1,7.28
16034,126,1,7.28
26077,127,1,7.28
15978,128,1,7.28
21490,128,1,7.28
27931,129,1,7.28
15298,131,1,7.28
15159,134,1,7.28
28925,135,1,7.28
28926,138,1,7.28
27038,142,1,7.28
23362,144,1,7.28
28920,144,1,7.28
15898,146,1,7.28
17469,146,1,7.28
20760,147,1,7.28
16376,149,1,7.28
19905,150,1,7.28
29101,151,1,7.28
14389,152,1,7.28
15316,152,1,7.28
16120,152,1,7.28
14625,153,1,7.28
14780,155,1,7.28
25058,155,1,7.28
12815,156,1,7.28
16075,156,1,7.28
15938,157,1,7.28
18316,157,1,7.28
27041,158,1,7.28
16759,159,1,7.28
14569,160,1,7.28
27988,163,1,7.28
23085,165,1,7.28
24142,165,1,7.28
15836,168,1,7.28
28137,169,1,7.28
27213,170,1,7.28
28929,171,1,7.28
29028,171,1,7.28
18162,172,1,7.28
15950,173,1,7.28
18328,173,1,7.28
15370,174,1,7.28
15282,176,1,7.28
15296,177,1,7.28
20986,177,1,7.28
21682,177,1,7.28
17406,178,1,7.28
25239,185,1,7.28
25527,186,1,7.28
13532,187,1,7.28
16092,188,1,7.28
25673,190,1,7.28
22965,191,1,7.28
25055,192,1,7.28
17383,195,1,7.28
24149,198,1,7.28
15163,199,1,7.28
27332,201,1,7.28
27174,202,1,7.28
28105,202,1,7.28
28157,202,1,7.28
21489,204,1,7.28
15896,208,1,7.28
15947,213,1,7.28
16064,215,1,7.28
23236,215,1,7.28
14476,217,1,7.28
17658,217,1,7.28
26074,218,1,7.28
16715,219,1,7.28
17487,219,1,7.28
27994,220,1,7.28
28012,220,1,7.28
28909,220,1,7.28
25056,223,1,7.28
25118,223,1,7.28
27921,224,1,7.28
24939,225,1,7.28
14742,226,1,7.28
15313,226,1,7.28
16900,226,1,7.28
16359,230,1,7.28
28242,230,1,7.28
21494,232,1,7.28
16014,241,1,7.28
15945,243,1,7.28
25816,244,1,7.28
27962,244,1,7.28
16010,245,1,7.28
27035,249,1,7.28
28008,250,1,7.28
28577,251,1,7.28
15858,252,1,7.28
25490,252,1,7.28
22983,253,1,7.28
25491,256,1,7.28
19039,258,1,7.28
16356,259,1,7.28
21631,260,1,7.28
25233,263,1,7.28
28009,263,1,7.28
23079,267,1,7.28
24123,267,1,7.28
25549,267,1,7.28
21371,268,1,7.28
15516,271,1,7.28
25157,271,1,7.28
14751,274,1,7.28
21239,274,1,7.28
14627,275,1,7.28
27716,275,1,7.28
28260,276,1,7.28
18315,277,1,7.28
15505,281,1,7.28
16242,281,1,7.28
28937,282,1,7.28
16672,286,1,7.28
14593,287,1,7.28
25514,289,1,7.28
27454,290,1,7.28
15849,291,1,7.28
25322,291,1,7.28
15295,292,1,7.28
16284,292,1,7.28
17578,295,1,7.28
28006,295,1,7.28
27111,296,1,7.28
25238,298,1,7.28
25331,298,1,7.28
28360,303,1,7.28
28087,306,1,7.28
20734,307,1,7.28
14587,308,1,7.28
14642,309,1,7.28
18161,311,1,7.28
23022,311,1,7.28
28073,311,1,7.28
24096,312,1,7.28
24229,312,1,7.28
15524,314,1,7.28
16088,314,1,7.28
14562,316,1,7.28
15870,317,1,7.28
23557,321,1,7.28
28882,323,1,7.28
28279,325,1,7.28
15247,326,1,7.28
25130,326,1,7.28
17505,329,1,7.28
23305,331,1,7.28
22359,332,1,7.28
27163,332,1,7.28
17455,333,1,7.28
14919,335,1,7.28
23096,336,1,7.28
15269,338,1,7.28
21365,338,1,7.28
25554,338,1,7.28
28281,338,1,7.28
15431,339,1,7.28
26700,339,1,7.28
24898,341,1,7.28
28011,341,1,7.28
15331,342,1,7.28
20380,344,1,7.28
14492,345,1,7.28
27960,345,1,7.28
15935,347,1,7.28
14475,348,1,7.28
24773,349,1,7.28
28004,350,1,7.28
15385,351,1,7.28
27210,351,1,7.28
24693,353,1,7.28
19873,358,1,7.28
15368,359,1,7.28
27100,360,1,7.28
15384,361,1,7.28
25224,363,1,7.28
14654,364,1,7.28
22059,364,1,7.28
23591,367,1,7.28
16115,368,1,7.28
28005,369,1,7.28
18169,370,1,7.28
25314,370,1,7.28
25513,370,1,7.28
21764,372,1,7.28
17663,373,1,7.28
22974,373,1,7.28
23077,373,1,7.28
16750,375,1,7.28
23503,375,1,7.28
27607,375,1,7.28
15406,378,1,7.28
27300,378,1,7.28
22278,380,1,7.28
26706,383,1,7.28
28936,383,1,7.28
21374,385,1,7.28
24525,385,1,7.28
16001,388,1,7.28
26693,393,1,7.28
28216,394,1,7.28
27036,395,1,7.28
28239,395,1,7.28
15940,397,1,7.28
24713,397,1,7.28
28175,400,1,7.28
15161,401,1,7.28
21367,403,1,7.28
14921,404,1,7.28
29000,404,1,7.28
14845,408,1,7.28
25672,409,1,7.28
22739,411,1,7.28
23449,411,1,7.28
14468,413,1,7.28
17369,413,1,7.28
18053,413,1,7.28
14644,414,1,7.28
14901,414,1,7.28
14465,416,1,7.28
15198,417,1,7.28
29130,418,1,7.28
15443,419,1,7.28
26032,419,1,7.28
27040,422,1,7.28
15861,423,1,7.28
15476,424,1,7.28
16384,424,1,7.28
18174,425,1,7.28
15319,426,1,7.28
28789,62,1,7.95
28596,107,1,7.95
28603,209,1,7.95
28605,221,1,7.95
28780,291,1,7.95
28599,337,1,7.95
28597,347,1,7.95
28601,362,1,7.95
28606,385,1,7.95
28604,419,1,7.95
28607,426,1,7.95
12542,79,1,8.99
12478,91,1,8.99
12544,100,1,8.99
12516,105,1,8.99
12641,119,1,8.99
12539,121,1,8.99
12556,124,1,8.99
28613,126,1,8.99
12536,130,1,8.99
11586,154,1,8.99
12517,163,1,8.99
12552,169,1,8.99
28610,171,1,8.99
12651,177,1,8.99
12649,183,1,8.99
12488,192,1,8.99
12535,194,1,8.99
11584,196,1,8.99
12534,204,1,8.99
12518,242,1,8.99
12515,250,1,8.99
12511,276,1,8.99
12537,280,1,8.99
29057,286,1,8.99
12541,289,1,8.99
12524,291,1,8.99
28612,291,1,8.99
12538,308,1,8.99
12656,318,1,8.99
12642,320,1,8.99
28614,320,1,8.99
12543,331,1,8.99
28615,332,1,8.99
12507,354,1,8.99
12512,373,1,8.99
28611,380,1,8.99
12481,388,1,8.99
28967,404,1,8.99
12514,410,1,8.99
28788,427,1,8.99
16402,62,2,9.98
20784,67,1,9.99
20788,77,1,9.99
20775,78,1,9.99
20777,81,1,9.99
21314,95,1,9.99
21623,104,1,9.99
20540,114,1,9.99
28938,148,1,9.99
21399,153,1,9.99
21454,153,1,9.99
20687,157,1,9.99
24253,173,1,9.99
22053,176,1,9.99
21481,205,1,9.99
22352,205,1,9.99
20388,208,1,9.99
21934,224,1,9.99
21639,232,1,9.99
20780,255,1,9.99
21686,255,1,9.99
28951,259,1,9.99
20449,264,1,9.99
21425,267,1,9.99
23278,290,1,9.99
22355,300,1,9.99
29117,301,1,9.99
20791,303,1,9.99
20440,309,1,9.99
12605,323,1,9.99
20637,323,1,9.99
12553,324,1,9.99
24246,326,1,9.99
20487,334,1,9.99
20509,334,1,9.99
28942,349,1,9.99
21294,353,1,9.99
20634,358,1,9.99
20512,370,1,9.99
21358,371,1,9.99
22009,378,1,9.99
20732,391,1,9.99
23254,401,1,9.99
24277,401,1,9.99
13596,414,1,9.99
20681,423,1,9.99
24494,424,1,9.99
28330,374,1,10.24
28884,103,1,11.94
27337,215,1,11.94
29270,218,1,11.94
20827,246,1,11.94
29160,265,1,11.94
27465,295,1,11.94
24148,362,1,11.94
27222,409,1,11.94
16467,75,2,12.27
17151,62,1,12.94
25232,67,1,12.94
24472,105,1,12.94
23455,107,1,12.94
27717,117,1,12.94
28128,120,1,12.94
22219,129,1,12.94
27933,131,1,12.94
17164,136,1,12.94
21826,137,1,12.94
22454,144,1,12.94
18408,145,1,12.94
19179,145,1,12.94
17490,146,1,12.94
16280,147,1,12.94
18456,147,1,12.94
17527,153,1,12.94
28074,165,1,12.94
17032,169,1,12.94
18667,180,1,12.94
23647,191,1,12.94
23543,223,1,12.94
15744,227,1,12.94
28889,228,1,12.94
14918,239,1,12.94
17152,242,1,12.94
20498,244,1,12.94
15202,245,1,12.94
24188,263,1,12.94
18380,269,1,12.94
17396,274,1,12.94
23013,284,1,12.94
16246,297,1,12.94
28858,297,1,12.94
24621,313,1,12.94
24071,314,1,12.94
14876,323,1,12.94
18180,325,1,12.94
28106,350,1,12.94
16238,356,1,12.94
18321,369,1,12.94
23086,372,1,12.94
22945,376,1,12.94
18374,379,1,12.94
19764,382,1,12.94
27037,383,1,12.94
17506,421,1,12.94
18110,421,1,12.94
26844,74,1,12.98
24042,85,1,12.98
25687,115,1,12.98
22677,139,1,12.98
22563,186,1,12.98
24117,191,1,12.98
22834,206,1,12.98
22815,215,1,12.98
23609,319,1,12.98
27945,339,1,12.98
20041,341,1,12.98
29251,362,1,12.98
26896,378,1,12.98
28877,396,1,12.98
27729,413,1,12.98
24131,65,1,13.98
24363,68,1,13.98
18505,69,1,13.98
18073,70,1,13.98
16962,71,1,13.98
28895,71,1,13.98
23642,72,1,13.98
23767,73,1,13.98
16861,77,1,13.98
17356,79,1,13.98
18107,87,1,13.98
24145,88,1,13.98
24255,91,1,13.98
26215,95,1,13.98
25437,97,1,13.98
25845,97,1,13.98
18117,98,1,13.98
24488,99,1,13.98
17178,105,1,13.98
18311,106,1,13.98
16378,107,1,13.98
22537,107,1,13.98
16725,112,1,13.98
22474,114,1,13.98
29395,116,1,13.98
23827,117,1,13.98
23681,122,1,13.98
16813,127,1,13.98
16651,128,1,13.98
18115,128,1,13.98
25542,129,1,13.98
16718,133,1,13.98
20939,134,1,13.98
28220,135,1,13.98
17145,138,1,13.98
17588,140,1,13.98
24637,142,1,13.98
11495,156,1,13.98
21096,156,1,13.98
18119,163,1,13.98
24125,163,1,13.98
11375,165,1,13.98
16809,166,1,13.98
18339,169,1,13.98
28361,171,1,13.98
29259,177,1,13.98
24625,178,1,13.98
16838,182,1,13.98
11355,186,1,13.98
17529,186,1,13.98
28787,186,1,13.98
16676,193,1,13.98
16808,196,1,13.98
27593,197,1,13.98
24119,200,1,13.98
19358,202,1,13.98
21867,203,1,13.98
23312,206,1,13.98
17692,208,1,13.98
18087,214,1,13.98
19656,214,1,13.98
24473,214,1,13.98
16856,215,1,13.98
22955,217,1,13.98
16985,218,1,13.98
16913,220,1,13.98
18761,220,1,13.98
26269,220,1,13.98
24230,224,1,13.98
24020,225,1,13.98
28350,225,1,13.98
11415,227,1,13.98
26318,227,1,13.98
20415,230,1,13.98
25496,232,1,13.98
19906,234,1,13.98
23014,235,1,13.98
20094,236,1,13.98
17599,238,1,13.98
17155,241,1,13.98
18383,241,1,13.98
16677,243,1,13.98
20153,244,1,13.98
23122,244,1,13.98
27209,244,1,13.98
22325,245,1,13.98
26474,249,1,13.98
18663,250,1,13.98
21091,254,1,13.98
24588,254,1,13.98
27230,256,1,13.98
11393,258,1,13.98
24568,264,1,13.98
27834,265,1,13.98
16773,266,1,13.98
11385,268,1,13.98
16294,269,1,13.98
23646,271,1,13.98
28253,272,1,13.98
18652,275,1,13.98
19272,275,1,13.98
22915,277,1,13.98
29020,277,1,13.98
17177,280,1,13.98
13566,281,1,13.98
17562,283,1,13.98
18093,288,1,13.98
17531,291,1,13.98
16234,302,1,13.98
21862,312,1,13.98
18572,323,1,13.98
17274,328,1,13.98
25188,333,1,13.98
11352,334,1,13.98
16249,336,1,13.98
25925,336,1,13.98
16134,339,1,13.98
28905,340,1,13.98
24379,341,1,13.98
19352,344,1,13.98
17170,351,1,13.98
11399,352,1,13.98
25062,353,1,13.98
17031,356,1,13.98
28126,356,1,13.98
21843,359,1,13.98
24035,359,1,13.98
25142,361,1,13.98
17392,362,1,13.98
18104,363,1,13.98
17693,366,1,13.98
18327,368,1,13.98
19275,370,1,13.98
29286,372,1,13.98
28143,378,1,13.98
11347,380,1,13.98
22832,383,1,13.98
28269,386,1,13.98
15869,391,1,13.98
22317,395,1,13.98
15275,397,1,13.98
16377,401,1,13.98
18477,401,1,13.98
28536,401,1,13.98
18346,404,1,13.98
16802,407,1,13.98
16119,416,1,13.98
17540,418,1,13.98
17447,420,1,13.98
24746,421,1,13.98
16953,422,1,13.98
18664,422,1,13.98
